x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.28016871213912964,0.9193763732910156,4.076579216416576e-07,0.3437681794166565,0.8678513765335083,-0.02457488887012005,0.3918699324131012,0.7508293986320496,-0.028761152178049088,0.42092815041542053,0.6423179507255554,-0.03176279366016388,0.4468002915382385,0.5651779770851135,-0.03305560722947121,0.3693668842315674,0.5927544832229614,0.0036779907532036304,0.3948025107383728,0.4759608507156372,-0.0063919490203261375,0.4067240357398987,0.4039119780063629,-0.019360758364200592,0.4155341386795044,0.33974799513816833,-0.02987118624150753,0.3305928707122803,0.5691177845001221,0.004251004196703434,0.3485054671764374,0.4413589537143707,-0.0025118126068264246,0.35962361097335815,0.35931190848350525,-0.014270895160734653,0.36742261052131653,0.29051634669303894,-0.023970168083906174,0.29098039865493774,0.5745112895965576,-0.00046470476081594825,0.298473060131073,0.4541757106781006,-0.009129445068538189,0.306498646736145,0.37821072340011597,-0.019164783880114555,0.3143623471260071,0.3100549876689911,-0.027632761746644974,0.2500089406967163,0.6022471189498901,-0.008564560674130917,0.24833738803863525,0.5094597339630127,-0.01908840797841549,0.24869796633720398,0.44632279872894287,-0.024836404249072075,0.2523902952671051,0.38325101137161255,-0.0291738323867321,hi
0.3188251256942749,0.9366889595985413,4.3334827637409035e-07,0.3695109188556671,0.8465032577514648,-0.026520416140556335,0.3904131054878235,0.7088595628738403,-0.031401049345731735,0.390869677066803,0.5975627899169922,-0.03469908609986305,0.3942874073982239,0.5106488466262817,-0.03649313002824783,0.32718774676322937,0.5855313539505005,-0.0016478309407830238,0.3256465792655945,0.4646648168563843,-0.013846052810549736,0.32114115357398987,0.3905690014362335,-0.027049463242292404,0.31501370668411255,0.3275591731071472,-0.03732249513268471,0.2854943871498108,0.5921485424041748,-0.0008472660556435585,0.27335935831069946,0.4621131420135498,-0.010610237717628479,0.26429736614227295,0.37785980105400085,-0.023242110386490822,0.25535374879837036,0.30985069274902344,-0.03289852663874626,0.2499227076768875,0.6264550685882568,-0.005335680674761534,0.2274063229560852,0.5086052417755127,-0.01730392687022686,0.21677134931087494,0.43110525608062744,-0.02920733019709587,0.20918059349060059,0.3615313768386841,-0.0380900502204895,0.21791712939739227,0.6825934648513794,-0.013074577786028385,0.19377440214157104,0.5973132252693176,-0.02661440335214138,0.1797143965959549,0.5373484492301941,-0.03448454290628433,0.16948886215686798,0.4754372835159302,-0.03979380801320076,hi
0.2533826529979706,0.9359214305877686,4.586003115036874e-07,0.319415420293808,0.9044156074523926,-0.02724410966038704,0.38221731781959534,0.8051796555519104,-0.03309055417776108,0.425555557012558,0.7077380418777466,-0.03787948191165924,0.46294188499450684,0.6383130550384521,-0.04101938754320145,0.37962576746940613,0.6411439776420593,0.005245578940957785,0.4191898703575134,0.5370335578918457,-0.006282365415245295,0.4400022625923157,0.471394419670105,-0.020813241600990295,0.4577959179878235,0.41308289766311646,-0.03258614242076874,0.3442082405090332,0.6037331819534302,0.0057074083015322685,0.37711623311042786,0.4831834137439728,-0.0031637041829526424,0.39892807602882385,0.4043404161930084,-0.017314521595835686,0.4172055721282959,0.3369634747505188,-0.028632035478949547,0.3045549988746643,0.5954926609992981,0.00020042574033141136,0.32661375403404236,0.4751073718070984,-0.011580015532672405,0.34430697560310364,0.4022144079208374,-0.023278823122382164,0.3619994521141052,0.336723655462265,-0.03236798197031021,0.26127803325653076,0.6103231310844421,-0.008904478512704372,0.27221107482910156,0.5160428285598755,-0.022029615938663483,0.28124406933784485,0.4521956741809845,-0.02883552759885788,0.2939928472042084,0.38881123065948486,-0.03375497832894325,hi
0.2715212106704712,0.9226149916648865,4.661206673972629e-07,0.3251148462295532,0.865916907787323,-0.03410438448190689,0.36325302720069885,0.7592495083808899,-0.049058858305215836,0.3866233825683594,0.6599710583686829,-0.061163466423749924,0.41201597452163696,0.5832198262214661,-0.07256333529949188,0.32689112424850464,0.6028337478637695,-0.029168415814638138,0.33648064732551575,0.4724438786506653,-0.052697837352752686,0.33809953927993774,0.38507258892059326,-0.07163689285516739,0.3373066186904907,0.30885952711105347,-0.08507154881954193,0.2858559489250183,0.5892075896263123,-0.02848716638982296,0.2904052734375,0.44480299949645996,-0.04899539798498154,0.29167717695236206,0.3456592857837677,-0.06623650342226028,0.2908583879470825,0.26007145643234253,-0.0783788412809372,0.24813029170036316,0.6062105894088745,-0.032079584896564484,0.24153900146484375,0.47235214710235596,-0.05154300853610039,0.23997727036476135,0.3841180205345154,-0.0648903176188469,0.24010339379310608,0.3052634000778198,-0.07379680871963501,0.2115248441696167,0.6473197340965271,-0.039184510707855225,0.19880244135856628,0.5445446372032166,-0.05779310315847397,0.19310671091079712,0.4726620316505432,-0.06650257855653763,0.19060900807380676,0.4025307297706604,-0.07149675488471985,hi
0.27242326736450195,0.9336133003234863,4.2337228478572797e-07,0.315736323595047,0.8393659591674805,-0.02353082224726677,0.3365134596824646,0.7033625841140747,-0.030521515756845474,0.3410089612007141,0.5885842442512512,-0.03672270476818085,0.34140804409980774,0.49539023637771606,-0.041896477341651917,0.27666550874710083,0.5742425918579102,-0.003722140798345208,0.26890265941619873,0.450908899307251,-0.01975093223154545,0.26013657450675964,0.3747982680797577,-0.03562053292989731,0.25063997507095337,0.3090933859348297,-0.0472072996199131,0.23492494225502014,0.5822198390960693,-0.00577667448669672,0.2186296284198761,0.4489547610282898,-0.01801326498389244,0.20872676372528076,0.363234281539917,-0.032105665653944016,0.19891712069511414,0.2933513820171356,-0.04250693321228027,0.1986706703901291,0.618701159954071,-0.012634163722395897,0.1701233983039856,0.4996112585067749,-0.026374081149697304,0.1536010205745697,0.4213137924671173,-0.037704918533563614,0.140733540058136,0.35119321942329407,-0.04585696756839752,0.16660362482070923,0.6766847968101501,-0.02247464656829834,0.13871094584465027,0.5880874395370483,-0.03653824329376221,0.12197336554527283,0.5265584588050842,-0.04289939999580383,0.10896952450275421,0.46425384283065796,-0.046761345118284225,hi
0.24276277422904968,0.9121909141540527,4.861689149038284e-07,0.30695128440856934,0.8817718625068665,-0.027527226135134697,0.3682335913181305,0.8008289337158203,-0.03838503360748291,0.4125172197818756,0.7198115587234497,-0.04814250394701958,0.45329469442367554,0.6637288331985474,-0.05751137435436249,0.36994922161102295,0.6417824625968933,-0.013649535365402699,0.41501301527023315,0.5427006483078003,-0.0343235619366169,0.4418424367904663,0.47868457436561584,-0.05296690762042999,0.4661698341369629,0.4221199154853821,-0.06679052114486694,0.33520254492759705,0.6015316247940063,-0.01619183085858822,0.37490078806877136,0.48021185398101807,-0.03316539153456688,0.4013885259628296,0.40131494402885437,-0.05005902796983719,0.4248526990413666,0.3329136371612549,-0.06298215687274933,0.2948855757713318,0.5932714939117432,-0.02367326058447361,0.3204217851161957,0.47027552127838135,-0.041916050016880035,0.3404921889305115,0.3915460407733917,-0.056784309446811676,0.3618403375148773,0.3215287923812866,-0.06782205402851105,0.24889089167118073,0.6096457242965698,-0.03423802927136421,0.25743699073791504,0.5118749141693115,-0.05320072919130325,0.2662357687950134,0.44255220890045166,-0.06324468553066254,0.2787190079689026,0.37343859672546387,-0.07011063396930695,hi
0.258236825466156,0.9093396663665771,4.579970607210271e-07,0.31212520599365234,0.8432055115699768,-0.03273570537567139,0.34923991560935974,0.7330302000045776,-0.04815124720335007,0.37159645557403564,0.6330747604370117,-0.06111181527376175,0.39396771788597107,0.5525153875350952,-0.07377263158559799,0.3082391619682312,0.5841119885444641,-0.03169232979416847,0.3180975317955017,0.45590418577194214,-0.056532345712184906,0.32013246417045593,0.3712463974952698,-0.0757971704006195,0.31929484009742737,0.2970454692840576,-0.08977111428976059,0.26505130529403687,0.5742629766464233,-0.03310207277536392,0.2673356533050537,0.4294031858444214,-0.05521756410598755,0.26726052165031433,0.3336288332939148,-0.07306310534477234,0.264838308095932,0.25130435824394226,-0.08597258478403091,0.2251354306936264,0.5970050692558289,-0.038694046437740326,0.21247243881225586,0.4613170623779297,-0.060692016035318375,0.20580406486988068,0.3707556426525116,-0.07628932595252991,0.2019539177417755,0.28851717710494995,-0.0870547890663147,0.18701842427253723,0.6447555422782898,-0.04743937402963638,0.16475942730903625,0.5441495180130005,-0.06937658786773682,0.15149959921836853,0.4724276065826416,-0.08094839006662369,0.1422465741634369,0.40048161149024963,-0.08823492377996445,hi
0.2579650580883026,0.9022940397262573,4.289239257104782e-07,0.3148878216743469,0.8360761404037476,-0.024857139214873314,0.3551742434501648,0.7223884463310242,-0.03215610235929489,0.3798632025718689,0.6174904108047485,-0.03836841881275177,0.3995738625526428,0.535916805267334,-0.043461646884679794,0.32054489850997925,0.574472963809967,-0.004625775385648012,0.33704259991645813,0.4561578035354614,-0.019468365237116814,0.34412476420402527,0.3811826705932617,-0.03472106158733368,0.34855127334594727,0.3148289918899536,-0.04613925516605377,0.2821250855922699,0.5604997277259827,-0.005318089388310909,0.29271188378334045,0.4321329593658447,-0.016717255115509033,0.2989858388900757,0.34804970026016235,-0.030222240835428238,0.3027677536010742,0.27683863043785095,-0.04054784029722214,0.2441021353006363,0.5749343037605286,-0.010839695110917091,0.24167367815971375,0.4526406526565552,-0.023321298882365227,0.24258928000926971,0.3739085793495178,-0.034169018268585205,0.2453426718711853,0.30297353863716125,-0.042344361543655396,0.20559841394424438,0.6119445562362671,-0.01950186677277088,0.195549875497818,0.5177209973335266,-0.03263884782791138,0.19128885865211487,0.45246800780296326,-0.039065469056367874,0.19069114327430725,0.38758474588394165,-0.043281327933073044,hi
0.27162590622901917,0.888700544834137,4.233079948789964e-07,0.309876948595047,0.7930012941360474,-0.025270843878388405,0.3249185085296631,0.6627387404441833,-0.03145312890410423,0.3236427307128906,0.5543915033340454,-0.03610154986381531,0.3210245370864868,0.46713486313819885,-0.03954366222023964,0.2610352635383606,0.5593380928039551,-0.004498395137488842,0.2498416155576706,0.444472074508667,-0.017600826919078827,0.2366981953382492,0.3742520213127136,-0.03083311766386032,0.22260180115699768,0.3147055208683014,-0.04076152667403221,0.22230899333953857,0.572735607624054,-0.004061025567352772,0.20403122901916504,0.4503951668739319,-0.01447838544845581,0.18919791281223297,0.3715703785419464,-0.026995761319994926,0.17438119649887085,0.30647608637809753,-0.036267295479774475,0.18997396528720856,0.611427366733551,-0.00835773441940546,0.15887027978897095,0.5064881443977356,-0.020377865061163902,0.14112283289432526,0.437926322221756,-0.030726755037903786,0.12698951363563538,0.37569496035575867,-0.0381474569439888,0.16182419657707214,0.6693785190582275,-0.01573413610458374,0.1313447803258896,0.5936810374259949,-0.028137080371379852,0.11319128423929214,0.5412180423736572,-0.034059230238199234,0.09879563748836517,0.48630020022392273,-0.03771623596549034,hi
0.2590230405330658,0.9134829044342041,4.6004248588360497e-07,0.31441405415534973,0.8445137739181519,-0.0301384124904871,0.35164862871170044,0.7253463864326477,-0.039368584752082825,0.3716079592704773,0.6145230531692505,-0.04666534438729286,0.38601505756378174,0.524970293045044,-0.05243828892707825,0.3105044960975647,0.571040153503418,-0.007687692530453205,0.32344257831573486,0.4458383023738861,-0.023563819006085396,0.32656508684158325,0.3664306402206421,-0.039635419845581055,0.32656508684158325,0.29674872756004333,-0.05163230001926422,0.2701233923435211,0.5607357025146484,-0.006677159573882818,0.2762051522731781,0.42612940073013306,-0.01900698058307171,0.2778617739677429,0.33666226267814636,-0.033470526337623596,0.2774702310562134,0.2616797983646393,-0.044455792754888535,0.2317999303340912,0.580581784248352,-0.011065279133617878,0.22595034539699554,0.4551204741001129,-0.02433796413242817,0.22537653148174286,0.3746170997619629,-0.035629287362098694,0.22677448391914368,0.30198612809181213,-0.04399559274315834,0.19411960244178772,0.6239159107208252,-0.019102424383163452,0.1826162040233612,0.5274947881698608,-0.03291161730885506,0.17765522003173828,0.46202749013900757,-0.039356302469968796,0.17666062712669373,0.3976190984249115,-0.04345200955867767,hi
